comp,units,core_units,core_items,core_traits,main_carry,main_tank,games,avg_place,top4_rate,win_rate,stability_score,units_kr,core_units_kr,core_items_kr,core_traits_kr,main_carry_kr,main_tank_kr
Illaoi+Karma+Leblanc+Leona+Lissandra+Morgana+Sona,"Illaoi,Karma,Leblanc,Leona,Lissandra,Morgana,Sona","Illaoi,Karma,Leblanc,Leona,Lissandra,Morgana,Sona","Item_WarmogsArmor,Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_StatikkShiv,Item_JeweledGauntlet,Item_Morellonomicon,Item_SpearOfShojin,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_FrozenHeart,Item_ThiefsGloves","DarkStar:1,FlexTrait:1,MorganaUniqueTrait:1,ShieldTank:1,SonaUniqueTrait:1,ADMIN:1,ADMIN:2,PsyOps:1",Leblanc,Leona,22,5.27,27.27,4.55,70.12,"일라오이,카르마,르블랑,레오나,리산드라,모르가나,소나","일라오이,카르마,르블랑,레오나,리산드라,모르가나,소나","워모그의 갑옷,구인수의 격노검,가고일 돌갑옷,공허의 지팡이,보석 건틀릿,모렐로노미콘,쇼진의 창,거인 학살자,적응형 투구,라바돈의 죽음모자,수호자의 맹세,도적의 장갑","암흑의 별 1,여행자 1,어둠의 여인 1,선봉대 1,지휘관 1,중재자 1,중재자 2,초능력 1",르블랑,레오나
Bard+Illaoi+Karma+Leblanc+Leona+Mordekaiser+Nunu,"Bard,Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu","Bard,Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_GuinsoosRageblade,Item_RabadonsDeathcap,Item_FrozenHeart,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_RapidFireCannon,Item_ThiefsGloves,Item_PowerGauntlet,Item_RedBuff","ADMIN:1,DarkStar:1,ManaTrait:1,ShieldTank:2,FlexTrait:1,FlexTrait:2",Leblanc,Nunu,20,5.4,35.0,0.0,69.0,"바드,일라오이,카르마,르블랑,레오나,모데카이저,누누와 윌럼프","바드,일라오이,카르마,르블랑,레오나,모데카이저,누누와 윌럼프","가고일 돌갑옷,보석 건틀릿,공허의 지팡이,구인수의 격노검,라바돈의 죽음모자,수호자의 맹세,워모그의 갑옷,거인 학살자,붉은 덩굴정령,도적의 장갑,타격대의 철퇴,태양불꽃 망토","중재자 1,암흑의 별 1,전달자 1,선봉대 2,여행자 1,여행자 2",르블랑,누누와 윌럼프
Illaoi+Karma+Leblanc+Lissandra+Morgana+Nunu+Sona,"Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Sona","Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Sona","Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_FrozenHeart,Item_Morellonomicon,Item_SpearOfShojin,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_Redemption","DarkStar:1,MorganaUniqueTrait:1,ShieldTank:1,SonaUniqueTrait:1,FlexTrait:1,ADMIN:1,FlexTrait:3",Leblanc,Morgana,48,5.62,31.25,2.08,67.83,"일라오이,카르마,르블랑,리산드라,모르가나,누누와 윌럼프,소나","일라오이,카르마,르블랑,리산드라,모르가나,누누와 윌럼프,소나","구인수의 격노검,가고일 돌갑옷,보석 건틀릿,공허의 지팡이,워모그의 갑옷,거인 학살자,수호자의 맹세,모렐로노미콘,쇼진의 창,적응형 투구,라바돈의 죽음모자,정령의 형상","암흑의 별 1,어둠의 여인 1,선봉대 1,지휘관 1,여행자 1,중재자 1,여행자 3",르블랑,모르가나
Aatrox+Caitlyn+Gwen+Jax+Rhaast+Talon+TwistedFate,"Aatrox,Caitlyn,Gwen,Jax,Rhaast,Talon,TwistedFate","Aatrox,Caitlyn,Gwen,Jax,Rhaast,Talon,TwistedFate","Item_GargoyleStoneplate,Item_Leviathan,Item_SpearOfShojin,Item_PowerGauntlet,Item_ThiefsGloves,Item_GuinsoosRageblade,Item_FrozenHeart,Item_WarmogsArmor,Item_RabadonsDeathcap,Item_Deathblade,Item_GuardianAngel,Item_JeweledGauntlet","DRX:1,Fateweaver:1,ResistTank:1,RhaastUniqueTrait:1,SpaceGroove:1,AssassinTrait:1,Stargazer_Shield:1,Stargazer_Medallion:1,Stargazer_Fountain:1,Stargazer_Mountain:4,AssassinTrait:2,Stargazer_Serpent:1",TwistedFate,Jax,20,5.2,20.0,0.0,67.0,"아트록스,케이틀린,그웬,잭스,라아스트,탈론,트위스티드 페이트","아트록스,케이틀린,그웬,잭스,라아스트,탈론,트위스티드 페이트","가고일 돌갑옷,내셔의 이빨,쇼진의 창,타격대의 철퇴,도적의 장갑,구인수의 격노검,수호자의 맹세,워모그의 갑옷,라바돈의 죽음모자,죽음의 검,밤의 끝자락,보석 건틀릿","N.O.V.A. 1,운명술사 1,요새 1,구원자 1,우주 그루브 1,불한당 1,별돌보미 1,별돌보미 1,별돌보미 1,별돌보미 4,불한당 2,별돌보미 1",트위스티드 페이트,잭스
Chogath+Illaoi+Kaisa+Karma+Lissandra+Mordekaiser+Pantheon,"Chogath,Illaoi,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Chogath,Illaoi,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Item_JeweledGauntlet,Item_WarmogsArmor,Item_StatikkShiv,Item_FrozenHeart,Item_Leviathan,Item_AdaptiveHelm,Item_SpearOfShojin,Item_GargoyleStoneplate,Item_ThiefsGloves,Item_Redemption,Item_DarkStarEmblemItem,Item_RapidFireCannon","APTrait:1,HPTank:1,ShieldTank:1,FlexTrait:1,DarkStar:2,DarkStar:3,FlexTrait:2",Chogath,Chogath,46,5.48,21.74,0.0,66.03,"초가스,일라오이,카이사,카르마,리산드라,모데카이저,판테온","초가스,일라오이,카이사,카르마,리산드라,모데카이저,판테온","보석 건틀릿,워모그의 갑옷,공허의 지팡이,수호자의 맹세,내셔의 이빨,적응형 투구,쇼진의 창,가고일 돌갑옷,도적의 장갑,정령의 형상,암흑의 별 상징,붉은 덩굴정령","복제자 1,싸움꾼 1,선봉대 1,여행자 1,암흑의 별 2,암흑의 별 3,여행자 2",초가스,초가스
Illaoi+Karma+Leblanc+Leona+Mordekaiser+Nunu+Zoe,"Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu,Zoe","Illaoi,Karma,Leblanc,Leona,Mordekaiser,Nunu,Zoe","Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_StatikkShiv,Item_WarmogsArmor,Item_FrozenHeart,Item_JeweledGauntlet,Item_Morellonomicon,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_DragonsClaw,Item_SpearOfShojin","ADMIN:2,DarkStar:1,ManaTrait:1,ShieldTank:2,FlexTrait:1,TFTEvent5YR_Bilgewater:1,TFTEvent5YR_Conqueror:2,TFTEvent5YR_Yordle:1,DarkStar:2,FlexTrait:3,ManaTrait:3,ShieldTank:3",Leblanc,Nunu,35,5.49,25.71,0.0,65.82,"일라오이,카르마,르블랑,레오나,모데카이저,누누와 윌럼프,조이","일라오이,카르마,르블랑,레오나,모데카이저,누누와 윌럼프,조이","구인수의 격노검,가고일 돌갑옷,공허의 지팡이,워모그의 갑옷,수호자의 맹세,보석 건틀릿,모렐로노미콘,거인 학살자,적응형 투구,라바돈의 죽음모자,용의 발톱,쇼진의 창","중재자 2,암흑의 별 1,전달자 1,선봉대 2,여행자 1,TFTEvent5YR_Bilgewater 1,TFTEvent5YR_Conqueror 2,TFTEvent5YR_Yordle 1,암흑의 별 2,여행자 3,전달자 3,선봉대 3",르블랑,누누와 윌럼프
Blitzcrank+Gwen+Nami+Nasus+Ornn+Pantheon+Riven+TahmKench,"Blitzcrank,Gwen,Nami,Nasus,Ornn,Pantheon,Riven,TahmKench","Blitzcrank,Gwen,Nami,Nasus,Ornn,Pantheon,Riven,TahmKench","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_Leviathan,Item_StatikkShiv,Item_SpearOfShojin,Item_WarmogsArmor,Item_Morellonomicon,Item_SpaceGrooveEmblemItem,Item_Bloodthirster,Item_ThiefsGloves,Item_Crownguard,Item_RabadonsDeathcap","APTrait:1,BlitzcrankUniqueTrait:1,HPTank:1,ShieldTank:1,TahmKenchUniqueTrait:1,Timebreaker:1,AssassinTrait:1,SpaceGroove:3,SpaceGroove:4,ResistTank:1,AssassinTrait:2,Timebreaker:2",Nami,Ornn,120,6.0,16.67,1.67,65.17,"블리츠크랭크,그웬,나미,나서스,오른,판테온,리븐,탐 켄치","블리츠크랭크,그웬,나미,나서스,오른,판테온,리븐,탐 켄치","보석 건틀릿,가고일 돌갑옷,내셔의 이빨,공허의 지팡이,쇼진의 창,워모그의 갑옷,모렐로노미콘,우주 그루브 상징,피바라기,도적의 장갑,크라운가드,라바돈의 죽음모자","복제자 1,파티광 1,싸움꾼 1,선봉대 1,예언자 1,시간 균열자 1,불한당 1,우주 그루브 3,우주 그루브 4,요새 1,불한당 2,시간 균열자 2",나미,오른
Aatrox+Caitlyn+Corki+Jax+Milio+Talon+TwistedFate,"Aatrox,Caitlyn,Corki,Jax,Milio,Talon,TwistedFate","Aatrox,Caitlyn,Corki,Jax,Milio,Talon,TwistedFate","Item_GargoyleStoneplate,Item_Leviathan,Item_ThiefsGloves,Item_WarmogsArmor,Item_RabadonsDeathcap,Item_SpearOfShojin,Item_GuinsoosRageblade,Item_StargazerEmblemItem,Item_FrozenHeart,Item_PowerGauntlet,Item_Deathblade,Item_MadredsBloodrazor","DRX:1,Fateweaver:2,ResistTank:1,Stargazer_Medallion:1,Stargazer_Huntress:1,Stargazer_Mountain:4,Stargazer_Serpent:1,Stargazer_Fountain:1,Stargazer_Mountain:3,TFTEvent5YR_Nitro:2,TFTEvent5YR_Pentakill:1,AssassinTrait:2",Jax,Jax,35,5.51,22.86,0.0,64.11,"아트록스,케이틀린,코르키,잭스,밀리오,탈론,트위스티드 페이트","아트록스,케이틀린,코르키,잭스,밀리오,탈론,트위스티드 페이트","가고일 돌갑옷,내셔의 이빨,도적의 장갑,워모그의 갑옷,라바돈의 죽음모자,쇼진의 창,구인수의 격노검,별돌보미 상징,수호자의 맹세,타격대의 철퇴,죽음의 검,거인 학살자","N.O.V.A. 1,운명술사 2,요새 1,별돌보미 1,별돌보미 1,별돌보미 4,별돌보미 1,별돌보미 1,별돌보미 3,TFTEvent5YR_Nitro 2,TFTEvent5YR_Pentakill 1,불한당 2",잭스,잭스
Chogath+Jhin+Kaisa+Karma+Lissandra+Mordekaiser+Pantheon,"Chogath,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Chogath,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Item_WarmogsArmor,Item_JeweledGauntlet,Item_StatikkShiv,Item_Leviathan,Item_FrozenHeart,Item_GargoyleStoneplate,Item_AdaptiveHelm,Item_SpearOfShojin,Item_Redemption,Item_InfinityEdge,Item_PowerGauntlet,Item_ThiefsGloves","APTrait:1,DarkStar:3,HPTank:1,JhinUniqueTrait:1,FlexTrait:1,RangedTrait:1,AssassinTrait:1",Chogath,Chogath,46,5.78,26.09,0.0,61.68,"초가스,진,카이사,카르마,리산드라,모데카이저,판테온","초가스,진,카이사,카르마,리산드라,모데카이저,판테온","워모그의 갑옷,보석 건틀릿,공허의 지팡이,내셔의 이빨,수호자의 맹세,가고일 돌갑옷,적응형 투구,쇼진의 창,정령의 형상,무한의 대검,타격대의 철퇴,도적의 장갑","복제자 1,암흑의 별 3,싸움꾼 1,말살자 1,여행자 1,저격수 1,불한당 1",초가스,초가스
Aatrox+Akali+Fiora+Graves+Maokai+Rhaast+Shen+TahmKench+Vex,"Aatrox,Akali,Fiora,Graves,Maokai,Rhaast,Shen,TahmKench,Vex","Aatrox,Akali,Fiora,Graves,Maokai,Rhaast,Shen,TahmKench,Vex","Item_GuinsoosRageblade,Item_ThiefsGloves,Item_Quicksilver,Item_RapidFireCannon,Item_FrozenHeart,Item_SteraksGage,Item_AdaptiveHelm,Item_MadredsBloodrazor,Item_Deathblade,Item_GuardianAngel,Item_WarmogsArmor,Item_Morellonomicon","FioraUniqueTrait:1,GravesTrait:1,HPTank:1,MeleeTrait:1,ResistTank:1,RhaastUniqueTrait:1,ShenUniqueTrait:1,TahmKenchUniqueTrait:1,VexUniqueTrait:1,DRX:1,DRX:2",Vex,TahmKench,34,5.85,29.41,2.94,60.69,"아트록스,아칼리,피오라,그레이브즈,마오카이,라아스트,쉔,탐 켄치,벡스","아트록스,아칼리,피오라,그레이브즈,마오카이,라아스트,쉔,탐 켄치,벡스","구인수의 격노검,도적의 장갑,수은,붉은 덩굴정령,수호자의 맹세,스테락의 도전,적응형 투구,거인 학살자,죽음의 검,밤의 끝자락,워모그의 갑옷,모렐로노미콘","신성 결투가 1,최신상 1,싸움꾼 1,습격자 1,요새 1,구원자 1,보루 1,예언자 1,파멸자 1,N.O.V.A. 1,N.O.V.A. 2",벡스,탐 켄치
AurelionSol+Blitzcrank+Illaoi+Karma+Mordekaiser+Nunu+Sona,"AurelionSol,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Sona","AurelionSol,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Sona","Item_JeweledGauntlet,Item_RabadonsDeathcap,Item_FrozenHeart,Item_StatikkShiv,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_Morellonomicon,Item_MadredsBloodrazor,Item_SpearOfShojin,Item_AdaptiveHelm,Item_PowerGauntlet,Item_ThiefsGloves","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,FlexTrait:2",AurelionSol,Nunu,47,5.81,23.4,0.0,60.24,"아우렐리온 솔,블리츠크랭크,일라오이,카르마,모데카이저,누누와 윌럼프,소나","아우렐리온 솔,블리츠크랭크,일라오이,카르마,모데카이저,누누와 윌럼프,소나","보석 건틀릿,라바돈의 죽음모자,수호자의 맹세,공허의 지팡이,워모그의 갑옷,가고일 돌갑옷,모렐로노미콘,거인 학살자,쇼진의 창,적응형 투구,타격대의 철퇴,도적의 장갑","파티광 1,암흑의 별 1,전달자 1,선봉대 2,지휘관 1,우주 그루브 1,여행자 1,여행자 2",아우렐리온 솔,누누와 윌럼프
AurelionSol+Blitzcrank+Illaoi+Karma+Leblanc+Mordekaiser+Nunu,"AurelionSol,Blitzcrank,Illaoi,Karma,Leblanc,Mordekaiser,Nunu","AurelionSol,Blitzcrank,Illaoi,Karma,Leblanc,Mordekaiser,Nunu","Item_JeweledGauntlet,Item_StatikkShiv,Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_Morellonomicon,Item_WarmogsArmor,Item_FrozenHeart,Item_RabadonsDeathcap,Item_AdaptiveHelm,Item_SpearOfShojin,Item_ThiefsGloves,Item_Crownguard","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,ShieldTank:2,SpaceGroove:1,FlexTrait:1,FlexTrait:2,ADMIN:1",AurelionSol,Nunu,29,5.62,20.69,0.0,60.21,"아우렐리온 솔,블리츠크랭크,일라오이,카르마,르블랑,모데카이저,누누와 윌럼프","아우렐리온 솔,블리츠크랭크,일라오이,카르마,르블랑,모데카이저,누누와 윌럼프","보석 건틀릿,공허의 지팡이,가고일 돌갑옷,구인수의 격노검,모렐로노미콘,워모그의 갑옷,수호자의 맹세,라바돈의 죽음모자,적응형 투구,쇼진의 창,도적의 장갑,크라운가드","파티광 1,암흑의 별 1,전달자 1,선봉대 2,우주 그루브 1,여행자 1,여행자 2,중재자 1",아우렐리온 솔,누누와 윌럼프
AurelionSol+Illaoi+Karma+Leona+Mordekaiser+Nunu+Sona,"AurelionSol,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona","AurelionSol,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_RabadonsDeathcap,Item_StatikkShiv,Item_FrozenHeart,Item_Morellonomicon,Item_MadredsBloodrazor,Item_WarmogsArmor,Item_SpearOfShojin,Item_AdaptiveHelm,Item_PowerGauntlet,Item_HextechGunblade","DarkStar:1,ManaTrait:1,ShieldTank:2,SonaUniqueTrait:1,FlexTrait:1,FlexTrait:2",AurelionSol,Leona,25,5.84,32.0,0.0,59.75,"아우렐리온 솔,일라오이,카르마,레오나,모데카이저,누누와 윌럼프,소나","아우렐리온 솔,일라오이,카르마,레오나,모데카이저,누누와 윌럼프,소나","보석 건틀릿,가고일 돌갑옷,라바돈의 죽음모자,공허의 지팡이,수호자의 맹세,모렐로노미콘,거인 학살자,워모그의 갑옷,쇼진의 창,적응형 투구,타격대의 철퇴,마법공학 총검","암흑의 별 1,전달자 1,선봉대 2,지휘관 1,여행자 1,여행자 2",아우렐리온 솔,레오나
Aatrox+Diana+Kindred+Leblanc+Maokai+Morgana+Rammus+TahmKench,"Aatrox,Diana,Kindred,Leblanc,Maokai,Morgana,Rammus,TahmKench","Aatrox,Diana,Kindred,Leblanc,Maokai,Morgana,Rammus,TahmKench","Item_GuinsoosRageblade,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_FrozenHeart,Item_RapidFireCannon,Item_MadredsBloodrazor,Item_RunaansHurricane,Item_Redemption,Item_Crownguard,Item_ThiefsGloves,Item_JeweledGauntlet,Item_Deathblade","DRX:1,HPTank:1,MorganaUniqueTrait:1,ResistTank:1,TahmKenchUniqueTrait:1,ADMIN:1,ASTrait:1,ASTrait:2,ADMIN:2",Kindred,Morgana,57,5.98,24.56,1.75,59.25,"아트록스,다이애나,킨드레드,르블랑,마오카이,모르가나,람머스,탐 켄치","아트록스,다이애나,킨드레드,르블랑,마오카이,모르가나,람머스,탐 켄치","구인수의 격노검,워모그의 갑옷,가고일 돌갑옷,수호자의 맹세,붉은 덩굴정령,거인 학살자,크라켄의 분노,정령의 형상,크라운가드,도적의 장갑,보석 건틀릿,죽음의 검","N.O.V.A. 1,싸움꾼 1,어둠의 여인 1,요새 1,예언자 1,중재자 1,도전자 1,도전자 2,중재자 2",킨드레드,모르가나
Blitzcrank+Gwen+Nami+Nunu+Ornn+Pantheon+Riven+TahmKench,"Blitzcrank,Gwen,Nami,Nunu,Ornn,Pantheon,Riven,TahmKench","Blitzcrank,Gwen,Nami,Nunu,Ornn,Pantheon,Riven,TahmKench","Item_SpaceGrooveEmblemItem,Item_JeweledGauntlet,Item_Leviathan,Item_GargoyleStoneplate,Item_SpearOfShojin,Item_StatikkShiv,Item_WarmogsArmor,Item_Bloodthirster,Item_RabadonsDeathcap,Item_Morellonomicon,Item_FrozenHeart,Item_AdaptiveHelm","APTrait:1,BlitzcrankUniqueTrait:1,HPTank:1,TahmKenchUniqueTrait:1,ShieldTank:1,SpaceGroove:3,Timebreaker:1,AssassinTrait:1,ResistTank:1,AssassinTrait:2,Timebreaker:2,SpaceGroove:2",Nami,TahmKench,91,6.1,17.58,0.0,58.7,"블리츠크랭크,그웬,나미,누누와 윌럼프,오른,판테온,리븐,탐 켄치","블리츠크랭크,그웬,나미,누누와 윌럼프,오른,판테온,리븐,탐 켄치","우주 그루브 상징,보석 건틀릿,내셔의 이빨,가고일 돌갑옷,쇼진의 창,공허의 지팡이,워모그의 갑옷,피바라기,라바돈의 죽음모자,모렐로노미콘,수호자의 맹세,적응형 투구","복제자 1,파티광 1,싸움꾼 1,예언자 1,선봉대 1,우주 그루브 3,시간 균열자 1,불한당 1,요새 1,불한당 2,시간 균열자 2,우주 그루브 2",나미,탐 켄치
Bard+Illaoi+Lissandra+Mordekaiser+Poppy+Rammus+Veigar,"Bard,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Veigar","Bard,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Veigar","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_StatikkShiv,Item_Leviathan,Item_SpearOfShojin,Item_WarmogsArmor,Item_Morellonomicon,Item_FrozenHeart,Item_MadredsBloodrazor,Item_Crownguard,Item_RabadonsDeathcap,Item_AdaptiveHelm","APTrait:1,DarkStar:1,ManaTrait:1,ShieldTank:1,Astronaut:2,ResistTank:1,ResistTank:2,FlexTrait:2,TFTEvent5YR_Nitro:2,TFTEvent5YR_Yordle:1,Astronaut:3,FlexTrait:1",Veigar,Rammus,55,5.85,14.55,3.64,58.07,"바드,일라오이,리산드라,모데카이저,뽀삐,람머스,베이가","바드,일라오이,리산드라,모데카이저,뽀삐,람머스,베이가","보석 건틀릿,가고일 돌갑옷,공허의 지팡이,내셔의 이빨,쇼진의 창,워모그의 갑옷,모렐로노미콘,수호자의 맹세,거인 학살자,크라운가드,라바돈의 죽음모자,적응형 투구","복제자 1,암흑의 별 1,전달자 1,선봉대 1,정령족 2,요새 1,요새 2,여행자 2,TFTEvent5YR_Nitro 2,TFTEvent5YR_Yordle 1,정령족 3,여행자 1",베이가,람머스
Illaoi+Karma+Leblanc+Leona+Lissandra+Morgana+Teemo,"Illaoi,Karma,Leblanc,Leona,Lissandra,Morgana,Teemo","Illaoi,Karma,Leblanc,Leona,Lissandra,Morgana,Teemo","Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_JeweledGauntlet,Item_StatikkShiv,Item_FrozenHeart,Item_WarmogsArmor,Item_Morellonomicon,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_NightHarvester,Item_Redemption,Item_RabadonsDeathcap","DarkStar:1,FlexTrait:1,MorganaUniqueTrait:1,ShieldTank:1,SpaceGroove:1,ADMIN:1,ADMIN:2",Leblanc,Morgana,24,5.79,20.83,0.0,56.1,"일라오이,카르마,르블랑,레오나,리산드라,모르가나,티모","일라오이,카르마,르블랑,레오나,리산드라,모르가나,티모","가고일 돌갑옷,구인수의 격노검,보석 건틀릿,공허의 지팡이,수호자의 맹세,워모그의 갑옷,모렐로노미콘,거인 학살자,적응형 투구,굳건한 심장,정령의 형상,라바돈의 죽음모자","암흑의 별 1,여행자 1,어둠의 여인 1,선봉대 1,우주 그루브 1,중재자 1,중재자 2",르블랑,모르가나
Aatrox+Akali+Belveth+Briar+Jinx+Maokai+RekSai,"Aatrox,Akali,Belveth,Briar,Jinx,Maokai,RekSai","Aatrox,Akali,Belveth,Briar,Jinx,Maokai,RekSai","Item_RunaansHurricane,Item_Deathblade,Item_Quicksilver,Item_MadredsBloodrazor,Item_WarmogsArmor,Item_ThiefsGloves,Item_AdaptiveHelm,Item_PowerGauntlet,Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_SteraksGage,Item_Crownguard","ASTrait:1,HPTank:1,Primordian:2,DRX:1,MeleeTrait:1,AssassinTrait:1,ResistTank:1,AnimaSquad:1,MeleeTrait:2,DRX:2",Jinx,RekSai,22,5.86,22.73,0.0,55.12,"아트록스,아칼리,벨베스,브라이어,징크스,마오카이,렉사이","아트록스,아칼리,벨베스,브라이어,징크스,마오카이,렉사이","크라켄의 분노,죽음의 검,수은,거인 학살자,워모그의 갑옷,도적의 장갑,적응형 투구,타격대의 철퇴,가고일 돌갑옷,구인수의 격노검,스테락의 도전,크라운가드","도전자 1,싸움꾼 1,태고족 2,N.O.V.A. 1,습격자 1,불한당 1,요새 1,동물특공대 1,습격자 2,N.O.V.A. 2",징크스,렉사이
Illaoi+Karma+Leblanc+Lissandra+Morgana+Nunu+Teemo,"Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Teemo","Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Teemo","Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_MadredsBloodrazor,Item_FrozenHeart,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_AdaptiveHelm,Item_Morellonomicon,Item_ThiefsGloves,Item_Redemption","DarkStar:1,FlexTrait:1,MorganaUniqueTrait:1,ShieldTank:1,SpaceGroove:1,ADMIN:1",Leblanc,Morgana,31,5.81,16.13,0.0,54.97,"일라오이,카르마,르블랑,리산드라,모르가나,누누와 윌럼프,티모","일라오이,카르마,르블랑,리산드라,모르가나,누누와 윌럼프,티모","구인수의 격노검,가고일 돌갑옷,보석 건틀릿,공허의 지팡이,거인 학살자,수호자의 맹세,라바돈의 죽음모자,워모그의 갑옷,적응형 투구,모렐로노미콘,도적의 장갑,정령의 형상","암흑의 별 1,여행자 1,어둠의 여인 1,선봉대 1,우주 그루브 1,중재자 1",르블랑,모르가나
Akali+Fiora+Gragas+Kindred+Maokai+MasterYi+TahmKench+Urgot,"Akali,Fiora,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Akali,Fiora,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_Quicksilver,Item_LastWhisper,Item_SteraksGage,Item_GuinsoosRageblade,Item_WarmogsArmor,Item_Redemption,Item_RedBuff,Item_Deathblade,Item_ASTraitEmblemItem,Item_RapidFireCannon","FioraUniqueTrait:1,HPTank:2,TahmKenchUniqueTrait:1,DRX:1,MeleeTrait:2,PsyOps:1,ASTrait:1,PsyOps:2,SpaceGroove:1,DRX:2,MeleeTrait:3",Kindred,TahmKench,20,5.75,15.0,0.0,54.0,"아칼리,피오라,그라가스,킨드레드,마오카이,마스터 이,탐 켄치,우르곳","아칼리,피오라,그라가스,킨드레드,마오카이,마스터 이,탐 켄치,우르곳","밤의 끝자락,거인 학살자,수은,최후의 속삭임,스테락의 도전,구인수의 격노검,워모그의 갑옷,정령의 형상,태양불꽃 망토,죽음의 검,도전자 상징,붉은 덩굴정령","신성 결투가 1,싸움꾼 2,예언자 1,N.O.V.A. 1,습격자 2,초능력 1,도전자 1,초능력 2,우주 그루브 1,N.O.V.A. 2,습격자 3",킨드레드,탐 켄치
Chogath+Ezreal+Jhin+Maokai+Milio+Pantheon+Riven+TahmKench,"Chogath,Ezreal,Jhin,Maokai,Milio,Pantheon,Riven,TahmKench","Chogath,Ezreal,Jhin,Maokai,Milio,Pantheon,Riven,TahmKench","Item_InfinityEdge,Item_GargoyleStoneplate,Item_SpearOfShojin,Item_Deathblade,Item_WarmogsArmor,Item_LastWhisper,Item_FrozenHeart,Item_Crownguard,Item_Redemption,Item_RedBuff,Item_RapidFireCannon,Item_AdaptiveHelm","TahmKenchUniqueTrait:1,Timebreaker:3,DarkStar:1,HPTank:2,JhinUniqueTrait:1,RangedTrait:1,APTrait:1,AssassinTrait:1,DRX:1,DarkStar:2,Fateweaver:1,HPTank:3",Ezreal,Chogath,20,5.9,20.0,0.0,53.0,"초가스,이즈리얼,진,마오카이,밀리오,판테온,리븐,탐 켄치","초가스,이즈리얼,진,마오카이,밀리오,판테온,리븐,탐 켄치","무한의 대검,가고일 돌갑옷,쇼진의 창,죽음의 검,워모그의 갑옷,최후의 속삭임,수호자의 맹세,크라운가드,정령의 형상,태양불꽃 망토,붉은 덩굴정령,적응형 투구","예언자 1,시간 균열자 3,암흑의 별 1,싸움꾼 2,말살자 1,저격수 1,복제자 1,불한당 1,N.O.V.A. 1,암흑의 별 2,운명술사 1,싸움꾼 3",이즈리얼,초가스
